"part.gender" "part.age.cat" "part.group.cat" "cont.group.cat" "cont.age.cat" "male_interact" "female_interact" "part.inf" "cont.inf"
"8.1" 1 35 "adult" "child" 0 0.378190848 0.402379152 1 1
"8.1.1" 1 35 "adult" "child" 0 0.378190848 0.402379152 2 1
"8.1.2" 1 35 "adult" "child" 0 0.378190848 0.402379152 3 1
"8.1.3" 1 35 "adult" "child" 0 0.378190848 0.402379152 4 1
"8.1.4" 1 35 "adult" "child" 0 0.378190848 0.402379152 5 1
"8.1.5" 1 35 "adult" "child" 0 0.378190848 0.402379152 1 2
"8.1.6" 1 35 "adult" "child" 0 0.378190848 0.402379152 2 2
"8.1.7" 1 35 "adult" "child" 0 0.378190848 0.402379152 3 2
"8.1.8" 1 35 "adult" "child" 0 0.378190848 0.402379152 4 2
"8.1.9" 1 35 "adult" "child" 0 0.378190848 0.402379152 5 2
"8.1.10" 1 35 "adult" "child" 0 0.378190848 0.402379152 1 3
"8.1.11" 1 35 "adult" "child" 0 0.378190848 0.402379152 2 3
"8.1.12" 1 35 "adult" "child" 0 0.378190848 0.402379152 3 3
"8.1.13" 1 35 "adult" "child" 0 0.378190848 0.402379152 4 3
"8.1.14" 1 35 "adult" "child" 0 0.378190848 0.402379152 5 3
"8.1.15" 1 35 "adult" "child" 0 0.378190848 0.402379152 1 4
"8.1.16" 1 35 "adult" "child" 0 0.378190848 0.402379152 2 4
"8.1.17" 1 35 "adult" "child" 0 0.378190848 0.402379152 3 4
"8.1.18" 1 35 "adult" "child" 0 0.378190848 0.402379152 4 4
"8.1.19" 1 35 "adult" "child" 0 0.378190848 0.402379152 5 4
"8.1.20" 1 35 "adult" "child" 0 0.378190848 0.402379152 1 5
"8.1.21" 1 35 "adult" "child" 0 0.378190848 0.402379152 2 5
"8.1.22" 1 35 "adult" "child" 0 0.378190848 0.402379152 3 5
"8.1.23" 1 35 "adult" "child" 0 0.378190848 0.402379152 4 5
"8.1.24" 1 35 "adult" "child" 0 0.378190848 0.402379152 5 5
"9" 0 40 "adult" "child" 0 0.310335772 0.281584663 1 1
"9.2" 0 40 "adult" "child" 0 0.310335772 0.281584663 2 1
"9.3" 0 40 "adult" "child" 0 0.310335772 0.281584663 3 1
"9.4" 0 40 "adult" "child" 0 0.310335772 0.281584663 4 1
"9.5" 0 40 "adult" "child" 0 0.310335772 0.281584663 5 1
"9.6" 0 40 "adult" "child" 0 0.310335772 0.281584663 1 2
"9.7" 0 40 "adult" "child" 0 0.310335772 0.281584663 2 2
"9.8" 0 40 "adult" "child" 0 0.310335772 0.281584663 3 2
"9.9" 0 40 "adult" "child" 0 0.310335772 0.281584663 4 2
"9.10" 0 40 "adult" "child" 0 0.310335772 0.281584663 5 2
"9.11" 0 40 "adult" "child" 0 0.310335772 0.281584663 1 3
"9.12" 0 40 "adult" "child" 0 0.310335772 0.281584663 2 3
"9.13" 0 40 "adult" "child" 0 0.310335772 0.281584663 3 3
"9.14" 0 40 "adult" "child" 0 0.310335772 0.281584663 4 3
"9.15" 0 40 "adult" "child" 0 0.310335772 0.281584663 5 3
"9.16" 0 40 "adult" "child" 0 0.310335772 0.281584663 1 4
"9.17" 0 40 "adult" "child" 0 0.310335772 0.281584663 2 4
"9.18" 0 40 "adult" "child" 0 0.310335772 0.281584663 3 4
"9.19" 0 40 "adult" "child" 0 0.310335772 0.281584663 4 4
"9.20" 0 40 "adult" "child" 0 0.310335772 0.281584663 5 4
"9.21" 0 40 "adult" "child" 0 0.310335772 0.281584663 1 5
"9.22" 0 40 "adult" "child" 0 0.310335772 0.281584663 2 5
"9.23" 0 40 "adult" "child" 0 0.310335772 0.281584663 3 5
"9.24" 0 40 "adult" "child" 0 0.310335772 0.281584663 4 5
"9.25" 0 40 "adult" "child" 0 0.310335772 0.281584663 5 5
"9.1" 1 40 "adult" "child" 0 0.263573885 0.328506115 1 1
"9.1.1" 1 40 "adult" "child" 0 0.263573885 0.328506115 2 1
"9.1.2" 1 40 "adult" "child" 0 0.263573885 0.328506115 3 1
"9.1.3" 1 40 "adult" "child" 0 0.263573885 0.328506115 4 1
"9.1.4" 1 40 "adult" "child" 0 0.263573885 0.328506115 5 1
"9.1.5" 1 40 "adult" "child" 0 0.263573885 0.328506115 1 2
"9.1.6" 1 40 "adult" "child" 0 0.263573885 0.328506115 2 2
"9.1.7" 1 40 "adult" "child" 0 0.263573885 0.328506115 3 2
"9.1.8" 1 40 "adult" "child" 0 0.263573885 0.328506115 4 2
"9.1.9" 1 40 "adult" "child" 0 0.263573885 0.328506115 5 2
"9.1.10" 1 40 "adult" "child" 0 0.263573885 0.328506115 1 3
"9.1.11" 1 40 "adult" "child" 0 0.263573885 0.328506115 2 3
"9.1.12" 1 40 "adult" "child" 0 0.263573885 0.328506115 3 3
"9.1.13" 1 40 "adult" "child" 0 0.263573885 0.328506115 4 3
"9.1.14" 1 40 "adult" "child" 0 0.263573885 0.328506115 5 3
"9.1.15" 1 40 "adult" "child" 0 0.263573885 0.328506115 1 4
"9.1.16" 1 40 "adult" "child" 0 0.263573885 0.328506115 2 4
"9.1.17" 1 40 "adult" "child" 0 0.263573885 0.328506115 3 4
"9.1.18" 1 40 "adult" "child" 0 0.263573885 0.328506115 4 4
"9.1.19" 1 40 "adult" "child" 0 0.263573885 0.328506115 5 4
"9.1.20" 1 40 "adult" "child" 0 0.263573885 0.328506115 1 5
"9.1.21" 1 40 "adult" "child" 0 0.263573885 0.328506115 2 5
"9.1.22" 1 40 "adult" "child" 0 0.263573885 0.328506115 3 5
"9.1.23" 1 40 "adult" "child" 0 0.263573885 0.328506115 4 5
"9.1.24" 1 40 "adult" "child" 0 0.263573885 0.328506115 5 5
"10" 0 45 "adult" "child" 0 0.211989943 0.18475952 1 1
"10.2" 0 45 "adult" "child" 0 0.211989943 0.18475952 2 1
"10.3" 0 45 "adult" "child" 0 0.211989943 0.18475952 3 1
"10.4" 0 45 "adult" "child" 0 0.211989943 0.18475952 4 1
"10.5" 0 45 "adult" "child" 0 0.211989943 0.18475952 5 1
"10.6" 0 45 "adult" "child" 0 0.211989943 0.18475952 1 2
"10.7" 0 45 "adult" "child" 0 0.211989943 0.18475952 2 2
"10.8" 0 45 "adult" "child" 0 0.211989943 0.18475952 3 2
"10.9" 0 45 "adult" "child" 0 0.211989943 0.18475952 4 2
"10.10" 0 45 "adult" "child" 0 0.211989943 0.18475952 5 2
"10.11" 0 45 "adult" "child" 0 0.211989943 0.18475952 1 3
"10.12" 0 45 "adult" "child" 0 0.211989943 0.18475952 2 3
"10.13" 0 45 "adult" "child" 0 0.211989943 0.18475952 3 3
"10.14" 0 45 "adult" "child" 0 0.211989943 0.18475952 4 3
"10.15" 0 45 "adult" "child" 0 0.211989943 0.18475952 5 3
"10.16" 0 45 "adult" "child" 0 0.211989943 0.18475952 1 4
"10.17" 0 45 "adult" "child" 0 0.211989943 0.18475952 2 4
"10.18" 0 45 "adult" "child" 0 0.211989943 0.18475952 3 4
"10.19" 0 45 "adult" "child" 0 0.211989943 0.18475952 4 4
"10.20" 0 45 "adult" "child" 0 0.211989943 0.18475952 5 4
"10.21" 0 45 "adult" "child" 0 0.211989943 0.18475952 1 5
"10.22" 0 45 "adult" "child" 0 0.211989943 0.18475952 2 5
"10.23" 0 45 "adult" "child" 0 0.211989943 0.18475952 3 5
"10.24" 0 45 "adult" "child" 0 0.211989943 0.18475952 4 5
"10.25" 0 45 "adult" "child" 0 0.211989943 0.18475952 5 5
"10.1" 1 45 "adult" "child" 0 0.182159554 0.208930681 1 1
"10.1.1" 1 45 "adult" "child" 0 0.182159554 0.208930681 2 1
"10.1.2" 1 45 "adult" "child" 0 0.182159554 0.208930681 3 1
"10.1.3" 1 45 "adult" "child" 0 0.182159554 0.208930681 4 1
"10.1.4" 1 45 "adult" "child" 0 0.182159554 0.208930681 5 1
"10.1.5" 1 45 "adult" "child" 0 0.182159554 0.208930681 1 2
"10.1.6" 1 45 "adult" "child" 0 0.182159554 0.208930681 2 2
"10.1.7" 1 45 "adult" "child" 0 0.182159554 0.208930681 3 2
"10.1.8" 1 45 "adult" "child" 0 0.182159554 0.208930681 4 2
"10.1.9" 1 45 "adult" "child" 0 0.182159554 0.208930681 5 2
"10.1.10" 1 45 "adult" "child" 0 0.182159554 0.208930681 1 3
"10.1.11" 1 45 "adult" "child" 0 0.182159554 0.208930681 2 3
"10.1.12" 1 45 "adult" "child" 0 0.182159554 0.208930681 3 3
"10.1.13" 1 45 "adult" "child" 0 0.182159554 0.208930681 4 3
"10.1.14" 1 45 "adult" "child" 0 0.182159554 0.208930681 5 3
"10.1.15" 1 45 "adult" "child" 0 0.182159554 0.208930681 1 4
"10.1.16" 1 45 "adult" "child" 0 0.182159554 0.208930681 2 4
"10.1.17" 1 45 "adult" "child" 0 0.182159554 0.208930681 3 4
"10.1.18" 1 45 "adult" "child" 0 0.182159554 0.208930681 4 4
"10.1.19" 1 45 "adult" "child" 0 0.182159554 0.208930681 5 4
"10.1.20" 1 45 "adult" "child" 0 0.182159554 0.208930681 1 5
"10.1.21" 1 45 "adult" "child" 0 0.182159554 0.208930681 2 5
"10.1.22" 1 45 "adult" "child" 0 0.182159554 0.208930681 3 5
"10.1.23" 1 45 "adult" "child" 0 0.182159554 0.208930681 4 5
"10.1.24" 1 45 "adult" "child" 0 0.182159554 0.208930681 5 5
"17" 0 0 "child" "adult" 5 0.6646485 0.5014015 1 1
"17.2" 0 0 "child" "adult" 5 0.6646485 0.5014015 2 1
"17.3" 0 0 "child" "adult" 5 0.6646485 0.5014015 3 1
"17.4" 0 0 "child" "adult" 5 0.6646485 0.5014015 4 1
"17.5" 0 0 "child" "adult" 5 0.6646485 0.5014015 5 1
"17.6" 0 0 "child" "adult" 5 0.6646485 0.5014015 1 2
"17.7" 0 0 "child" "adult" 5 0.6646485 0.5014015 2 2
"17.8" 0 0 "child" "adult" 5 0.6646485 0.5014015 3 2
"17.9" 0 0 "child" "adult" 5 0.6646485 0.5014015 4 2
"17.10" 0 0 "child" "adult" 5 0.6646485 0.5014015 5 2
"17.11" 0 0 "child" "adult" 5 0.6646485 0.5014015 1 3
"17.12" 0 0 "child" "adult" 5 0.6646485 0.5014015 2 3
"17.13" 0 0 "child" "adult" 5 0.6646485 0.5014015 3 3
"17.14" 0 0 "child" "adult" 5 0.6646485 0.5014015 4 3
"17.15" 0 0 "child" "adult" 5 0.6646485 0.5014015 5 3
"17.16" 0 0 "child" "adult" 5 0.6646485 0.5014015 1 4
"17.17" 0 0 "child" "adult" 5 0.6646485 0.5014015 2 4
"17.18" 0 0 "child" "adult" 5 0.6646485 0.5014015 3 4
"17.19" 0 0 "child" "adult" 5 0.6646485 0.5014015 4 4
"17.20" 0 0 "child" "adult" 5 0.6646485 0.5014015 5 4
"17.21" 0 0 "child" "adult" 5 0.6646485 0.5014015 1 5
"17.22" 0 0 "child" "adult" 5 0.6646485 0.5014015 2 5
"17.23" 0 0 "child" "adult" 5 0.6646485 0.5014015 3 5
"17.24" 0 0 "child" "adult" 5 0.6646485 0.5014015 4 5
"17.25" 0 0 "child" "adult" 5 0.6646485 0.5014015 5 5
"17.1" 1 0 "child" "adult" 5 0.512023749 0.654131895 1 1
"17.1.1" 1 0 "child" "adult" 5 0.512023749 0.654131895 2 1
"17.1.2" 1 0 "child" "adult" 5 0.512023749 0.654131895 3 1
"17.1.3" 1 0 "child" "adult" 5 0.512023749 0.654131895 4 1
"17.1.4" 1 0 "child" "adult" 5 0.512023749 0.654131895 5 1
"17.1.5" 1 0 "child" "adult" 5 0.512023749 0.654131895 1 2
"17.1.6" 1 0 "child" "adult" 5 0.512023749 0.654131895 2 2
"17.1.7" 1 0 "child" "adult" 5 0.512023749 0.654131895 3 2
"17.1.8" 1 0 "child" "adult" 5 0.512023749 0.654131895 4 2
"17.1.9" 1 0 "child" "adult" 5 0.512023749 0.654131895 5 2
"17.1.10" 1 0 "child" "adult" 5 0.512023749 0.654131895 1 3
"17.1.11" 1 0 "child" "adult" 5 0.512023749 0.654131895 2 3
"17.1.12" 1 0 "child" "adult" 5 0.512023749 0.654131895 3 3
"17.1.13" 1 0 "child" "adult" 5 0.512023749 0.654131895 4 3
"17.1.14" 1 0 "child" "adult" 5 0.512023749 0.654131895 5 3
"17.1.15" 1 0 "child" "adult" 5 0.512023749 0.654131895 1 4
"17.1.16" 1 0 "child" "adult" 5 0.512023749 0.654131895 2 4
"17.1.17" 1 0 "child" "adult" 5 0.512023749 0.654131895 3 4
"17.1.18" 1 0 "child" "adult" 5 0.512023749 0.654131895 4 4
"17.1.19" 1 0 "child" "adult" 5 0.512023749 0.654131895 5 4
"17.1.20" 1 0 "child" "adult" 5 0.512023749 0.654131895 1 5
"17.1.21" 1 0 "child" "adult" 5 0.512023749 0.654131895 2 5
"17.1.22" 1 0 "child" "adult" 5 0.512023749 0.654131895 3 5
"17.1.23" 1 0 "child" "adult" 5 0.512023749 0.654131895 4 5
"17.1.24" 1 0 "child" "adult" 5 0.512023749 0.654131895 5 5
"18" 0 5 "adult" "adult" 5 3.435146199 2.537483801 1 1
"18.2" 0 5 "adult" "adult" 5 3.435146199 2.537483801 2 1
"18.3" 0 5 "adult" "adult" 5 3.435146199 2.537483801 3 1
"18.4" 0 5 "adult" "adult" 5 3.435146199 2.537483801 4 1
"18.5" 0 5 "adult" "adult" 5 3.435146199 2.537483801 5 1
"18.6" 0 5 "adult" "adult" 5 3.435146199 2.537483801 1 2
"18.7" 0 5 "adult" "adult" 5 3.435146199 2.537483801 2 2
"18.8" 0 5 "adult" "adult" 5 3.435146199 2.537483801 3 2
"18.9" 0 5 "adult" "adult" 5 3.435146199 2.537483801 4 2
"18.10" 0 5 "adult" "adult" 5 3.435146199 2.537483801 5 2
"18.11" 0 5 "adult" "adult" 5 3.435146199 2.537483801 1 3
"18.12" 0 5 "adult" "adult" 5 3.435146199 2.537483801 2 3
"18.13" 0 5 "adult" "adult" 5 3.435146199 2.537483801 3 3
"18.14" 0 5 "adult" "adult" 5 3.435146199 2.537483801 4 3
"18.15" 0 5 "adult" "adult" 5 3.435146199 2.537483801 5 3
"18.16" 0 5 "adult" "adult" 5 3.435146199 2.537483801 1 4
"18.17" 0 5 "adult" "adult" 5 3.435146199 2.537483801 2 4
"18.18" 0 5 "adult" "adult" 5 3.435146199 2.537483801 3 4
"18.19" 0 5 "adult" "adult" 5 3.435146199 2.537483801 4 4
"18.20" 0 5 "adult" "adult" 5 3.435146199 2.537483801 5 4
"18.21" 0 5 "adult" "adult" 5 3.435146199 2.537483801 1 5
"18.22" 0 5 "adult" "adult" 5 3.435146199 2.537483801 2 5
"18.23" 0 5 "adult" "adult" 5 3.435146199 2.537483801 3 5
"18.24" 0 5 "adult" "adult" 5 3.435146199 2.537483801 4 5
"18.25" 0 5 "adult" "adult" 5 3.435146199 2.537483801 5 5
"18.1" 1 5 "adult" "adult" 5 2.468016141 3.504733311 1 1
"18.1.1" 1 5 "adult" "adult" 5 2.468016141 3.504733311 2 1
"18.1.2" 1 5 "adult" "adult" 5 2.468016141 3.504733311 3 1
"18.1.3" 1 5 "adult" "adult" 5 2.468016141 3.504733311 4 1
"18.1.4" 1 5 "adult" "adult" 5 2.468016141 3.504733311 5 1
"18.1.5" 1 5 "adult" "adult" 5 2.468016141 3.504733311 1 2
"18.1.6" 1 5 "adult" "adult" 5 2.468016141 3.504733311 2 2
"18.1.7" 1 5 "adult" "adult" 5 2.468016141 3.504733311 3 2
"18.1.8" 1 5 "adult" "adult" 5 2.468016141 3.504733311 4 2
"18.1.9" 1 5 "adult" "adult" 5 2.468016141 3.504733311 5 2
"18.1.10" 1 5 "adult" "adult" 5 2.468016141 3.504733311 1 3
"18.1.11" 1 5 "adult" "adult" 5 2.468016141 3.504733311 2 3
"18.1.12" 1 5 "adult" "adult" 5 2.468016141 3.504733311 3 3
"18.1.13" 1 5 "adult" "adult" 5 2.468016141 3.504733311 4 3
"18.1.14" 1 5 "adult" "adult" 5 2.468016141 3.504733311 5 3
"18.1.15" 1 5 "adult" "adult" 5 2.468016141 3.504733311 1 4
"18.1.16" 1 5 "adult" "adult" 5 2.468016141 3.504733311 2 4
"18.1.17" 1 5 "adult" "adult" 5 2.468016141 3.504733311 3 4
"18.1.18" 1 5 "adult" "adult" 5 2.468016141 3.504733311 4 4
"18.1.19" 1 5 "adult" "adult" 5 2.468016141 3.504733311 5 4
"18.1.20" 1 5 "adult" "adult" 5 2.468016141 3.504733311 1 5
"18.1.21" 1 5 "adult" "adult" 5 2.468016141 3.504733311 2 5
"18.1.22" 1 5 "adult" "adult" 5 2.468016141 3.504733311 3 5
"18.1.23" 1 5 "adult" "adult" 5 2.468016141 3.504733311 4 5
"18.1.24" 1 5 "adult" "adult" 5 2.468016141 3.504733311 5 5
"19" 0 10 "adult" "adult" 5 0.307046601 0.199019658 1 1
"19.2" 0 10 "adult" "adult" 5 0.307046601 0.199019658 2 1
"19.3" 0 10 "adult" "adult" 5 0.307046601 0.199019658 3 1
"19.4" 0 10 "adult" "adult" 5 0.307046601 0.199019658 4 1
"19.5" 0 10 "adult" "adult" 5 0.307046601 0.199019658 5 1
"19.6" 0 10 "adult" "adult" 5 0.307046601 0.199019658 1 2
"19.7" 0 10 "adult" "adult" 5 0.307046601 0.199019658 2 2
"19.8" 0 10 "adult" "adult" 5 0.307046601 0.199019658 3 2
"19.9" 0 10 "adult" "adult" 5 0.307046601 0.199019658 4 2
"19.10" 0 10 "adult" "adult" 5 0.307046601 0.199019658 5 2
"19.11" 0 10 "adult" "adult" 5 0.307046601 0.199019658 1 3
"19.12" 0 10 "adult" "adult" 5 0.307046601 0.199019658 2 3
"19.13" 0 10 "adult" "adult" 5 0.307046601 0.199019658 3 3
"19.14" 0 10 "adult" "adult" 5 0.307046601 0.199019658 4 3
"19.15" 0 10 "adult" "adult" 5 0.307046601 0.199019658 5 3
"19.16" 0 10 "adult" "adult" 5 0.307046601 0.199019658 1 4
"19.17" 0 10 "adult" "adult" 5 0.307046601 0.199019658 2 4
"19.18" 0 10 "adult" "adult" 5 0.307046601 0.199019658 3 4
"19.19" 0 10 "adult" "adult" 5 0.307046601 0.199019658 4 4
"19.20" 0 10 "adult" "adult" 5 0.307046601 0.199019658 5 4
"19.21" 0 10 "adult" "adult" 5 0.307046601 0.199019658 1 5
"19.22" 0 10 "adult" "adult" 5 0.307046601 0.199019658 2 5
"19.23" 0 10 "adult" "adult" 5 0.307046601 0.199019658 3 5
"19.24" 0 10 "adult" "adult" 5 0.307046601 0.199019658 4 5
"19.25" 0 10 "adult" "adult" 5 0.307046601 0.199019658 5 5
"19.1" 1 10 "adult" "adult" 5 0.233815812 0.270568749 1 1
"19.1.1" 1 10 "adult" "adult" 5 0.233815812 0.270568749 2 1
"19.1.2" 1 10 "adult" "adult" 5 0.233815812 0.270568749 3 1
"19.1.3" 1 10 "adult" "adult" 5 0.233815812 0.270568749 4 1
"19.1.4" 1 10 "adult" "adult" 5 0.233815812 0.270568749 5 1
"19.1.5" 1 10 "adult" "adult" 5 0.233815812 0.270568749 1 2
"19.1.6" 1 10 "adult" "adult" 5 0.233815812 0.270568749 2 2
"19.1.7" 1 10 "adult" "adult" 5 0.233815812 0.270568749 3 2
"19.1.8" 1 10 "adult" "adult" 5 0.233815812 0.270568749 4 2
"19.1.9" 1 10 "adult" "adult" 5 0.233815812 0.270568749 5 2
"19.1.10" 1 10 "adult" "adult" 5 0.233815812 0.270568749 1 3
"19.1.11" 1 10 "adult" "adult" 5 0.233815812 0.270568749 2 3
"19.1.12" 1 10 "adult" "adult" 5 0.233815812 0.270568749 3 3
"19.1.13" 1 10 "adult" "adult" 5 0.233815812 0.270568749 4 3
"19.1.14" 1 10 "adult" "adult" 5 0.233815812 0.270568749 5 3
"19.1.15" 1 10 "adult" "adult" 5 0.233815812 0.270568749 1 4
"19.1.16" 1 10 "adult" "adult" 5 0.233815812 0.270568749 2 4
"19.1.17" 1 10 "adult" "adult" 5 0.233815812 0.270568749 3 4
"19.1.18" 1 10 "adult" "adult" 5 0.233815812 0.270568749 4 4
"19.1.19" 1 10 "adult" "adult" 5 0.233815812 0.270568749 5 4
"19.1.20" 1 10 "adult" "adult" 5 0.233815812 0.270568749 1 5
"19.1.21" 1 10 "adult" "adult" 5 0.233815812 0.270568749 2 5
"19.1.22" 1 10 "adult" "adult" 5 0.233815812 0.270568749 3 5
"19.1.23" 1 10 "adult" "adult" 5 0.233815812 0.270568749 4 5
"19.1.24" 1 10 "adult" "adult" 5 0.233815812 0.270568749 5 5
"20" 0 15 "adult" "adult" 5 0.366773893 0.247636107 1 1
"20.2" 0 15 "adult" "adult" 5 0.366773893 0.247636107 2 1
"20.3" 0 15 "adult" "adult" 5 0.366773893 0.247636107 3 1
"20.4" 0 15 "adult" "adult" 5 0.366773893 0.247636107 4 1
"20.5" 0 15 "adult" "adult" 5 0.366773893 0.247636107 5 1
"20.6" 0 15 "adult" "adult" 5 0.366773893 0.247636107 1 2
"20.7" 0 15 "adult" "adult" 5 0.366773893 0.247636107 2 2
"20.8" 0 15 "adult" "adult" 5 0.366773893 0.247636107 3 2
"20.9" 0 15 "adult" "adult" 5 0.366773893 0.247636107 4 2
"20.10" 0 15 "adult" "adult" 5 0.366773893 0.247636107 5 2
"20.11" 0 15 "adult" "adult" 5 0.366773893 0.247636107 1 3
"20.12" 0 15 "adult" "adult" 5 0.366773893 0.247636107 2 3
"20.13" 0 15 "adult" "adult" 5 0.366773893 0.247636107 3 3
"20.14" 0 15 "adult" "adult" 5 0.366773893 0.247636107 4 3
"20.15" 0 15 "adult" "adult" 5 0.366773893 0.247636107 5 3
"20.16" 0 15 "adult" "adult" 5 0.366773893 0.247636107 1 4
"20.17" 0 15 "adult" "adult" 5 0.366773893 0.247636107 2 4
"20.18" 0 15 "adult" "adult" 5 0.366773893 0.247636107 3 4
"20.19" 0 15 "adult" "adult" 5 0.366773893 0.247636107 4 4
"20.20" 0 15 "adult" "adult" 5 0.366773893 0.247636107 5 4
"20.21" 0 15 "adult" "adult" 5 0.366773893 0.247636107 1 5
"20.22" 0 15 "adult" "adult" 5 0.366773893 0.247636107 2 5
"20.23" 0 15 "adult" "adult" 5 0.366773893 0.247636107 3 5
"20.24" 0 15 "adult" "adult" 5 0.366773893 0.247636107 4 5
"20.25" 0 15 "adult" "adult" 5 0.366773893 0.247636107 5 5
"20.1" 1 15 "adult" "adult" 5 0.323070295 0.291339705 1 1
"20.1.1" 1 15 "adult" "adult" 5 0.323070295 0.291339705 2 1
"20.1.2" 1 15 "adult" "adult" 5 0.323070295 0.291339705 3 1
"20.1.3" 1 15 "adult" "adult" 5 0.323070295 0.291339705 4 1
"20.1.4" 1 15 "adult" "adult" 5 0.323070295 0.291339705 5 1
"20.1.5" 1 15 "adult" "adult" 5 0.323070295 0.291339705 1 2
"20.1.6" 1 15 "adult" "adult" 5 0.323070295 0.291339705 2 2
"20.1.7" 1 15 "adult" "adult" 5 0.323070295 0.291339705 3 2
"20.1.8" 1 15 "adult" "adult" 5 0.323070295 0.291339705 4 2
"20.1.9" 1 15 "adult" "adult" 5 0.323070295 0.291339705 5 2
"20.1.10" 1 15 "adult" "adult" 5 0.323070295 0.291339705 1 3
"20.1.11" 1 15 "adult" "adult" 5 0.323070295 0.291339705 2 3
"20.1.12" 1 15 "adult" "adult" 5 0.323070295 0.291339705 3 3
"20.1.13" 1 15 "adult" "adult" 5 0.323070295 0.291339705 4 3
"20.1.14" 1 15 "adult" "adult" 5 0.323070295 0.291339705 5 3
"20.1.15" 1 15 "adult" "adult" 5 0.323070295 0.291339705 1 4
"20.1.16" 1 15 "adult" "adult" 5 0.323070295 0.291339705 2 4
"20.1.17" 1 15 "adult" "adult" 5 0.323070295 0.291339705 3 4
"20.1.18" 1 15 "adult" "adult" 5 0.323070295 0.291339705 4 4
"20.1.19" 1 15 "adult" "adult" 5 0.323070295 0.291339705 5 4
"20.1.20" 1 15 "adult" "adult" 5 0.323070295 0.291339705 1 5
"20.1.21" 1 15 "adult" "adult" 5 0.323070295 0.291339705 2 5
"20.1.22" 1 15 "adult" "adult" 5 0.323070295 0.291339705 3 5
"20.1.23" 1 15 "adult" "adult" 5 0.323070295 0.291339705 4 5
"20.1.24" 1 15 "adult" "adult" 5 0.323070295 0.291339705 5 5
"21" 0 20 "adult" "adult" 5 0.240332767 0.211047233 1 1
"21.2" 0 20 "adult" "adult" 5 0.240332767 0.211047233 2 1
"21.3" 0 20 "adult" "adult" 5 0.240332767 0.211047233 3 1
"21.4" 0 20 "adult" "adult" 5 0.240332767 0.211047233 4 1
"21.5" 0 20 "adult" "adult" 5 0.240332767 0.211047233 5 1
"21.6" 0 20 "adult" "adult" 5 0.240332767 0.211047233 1 2
"21.7" 0 20 "adult" "adult" 5 0.240332767 0.211047233 2 2
"21.8" 0 20 "adult" "adult" 5 0.240332767 0.211047233 3 2
"21.9" 0 20 "adult" "adult" 5 0.240332767 0.211047233 4 2
"21.10" 0 20 "adult" "adult" 5 0.240332767 0.211047233 5 2
"21.11" 0 20 "adult" "adult" 5 0.240332767 0.211047233 1 3
"21.12" 0 20 "adult" "adult" 5 0.240332767 0.211047233 2 3
"21.13" 0 20 "adult" "adult" 5 0.240332767 0.211047233 3 3
"21.14" 0 20 "adult" "adult" 5 0.240332767 0.211047233 4 3
"21.15" 0 20 "adult" "adult" 5 0.240332767 0.211047233 5 3
"21.16" 0 20 "adult" "adult" 5 0.240332767 0.211047233 1 4
"21.17" 0 20 "adult" "adult" 5 0.240332767 0.211047233 2 4
"21.18" 0 20 "adult" "adult" 5 0.240332767 0.211047233 3 4
"21.19" 0 20 "adult" "adult" 5 0.240332767 0.211047233 4 4
"21.20" 0 20 "adult" "adult" 5 0.240332767 0.211047233 5 4
"21.21" 0 20 "adult" "adult" 5 0.240332767 0.211047233 1 5
"21.22" 0 20 "adult" "adult" 5 0.240332767 0.211047233 2 5
"21.23" 0 20 "adult" "adult" 5 0.240332767 0.211047233 3 5
"21.24" 0 20 "adult" "adult" 5 0.240332767 0.211047233 4 5
"21.25" 0 20 "adult" "adult" 5 0.240332767 0.211047233 5 5
"21.1" 1 20 "adult" "adult" 5 0.198953408 0.252426592 1 1
"21.1.1" 1 20 "adult" "adult" 5 0.198953408 0.252426592 2 1
"21.1.2" 1 20 "adult" "adult" 5 0.198953408 0.252426592 3 1
"21.1.3" 1 20 "adult" "adult" 5 0.198953408 0.252426592 4 1
"21.1.4" 1 20 "adult" "adult" 5 0.198953408 0.252426592 5 1
"21.1.5" 1 20 "adult" "adult" 5 0.198953408 0.252426592 1 2
"21.1.6" 1 20 "adult" "adult" 5 0.198953408 0.252426592 2 2
"21.1.7" 1 20 "adult" "adult" 5 0.198953408 0.252426592 3 2
"21.1.8" 1 20 "adult" "adult" 5 0.198953408 0.252426592 4 2
"21.1.9" 1 20 "adult" "adult" 5 0.198953408 0.252426592 5 2
"21.1.10" 1 20 "adult" "adult" 5 0.198953408 0.252426592 1 3
"21.1.11" 1 20 "adult" "adult" 5 0.198953408 0.252426592 2 3
"21.1.12" 1 20 "adult" "adult" 5 0.198953408 0.252426592 3 3
"21.1.13" 1 20 "adult" "adult" 5 0.198953408 0.252426592 4 3
"21.1.14" 1 20 "adult" "adult" 5 0.198953408 0.252426592 5 3
"21.1.15" 1 20 "adult" "adult" 5 0.198953408 0.252426592 1 4
"21.1.16" 1 20 "adult" "adult" 5 0.198953408 0.252426592 2 4
"21.1.17" 1 20 "adult" "adult" 5 0.198953408 0.252426592 3 4
"21.1.18" 1 20 "adult" "adult" 5 0.198953408 0.252426592 4 4
"21.1.19" 1 20 "adult" "adult" 5 0.198953408 0.252426592 5 4
"21.1.20" 1 20 "adult" "adult" 5 0.198953408 0.252426592 1 5
