"part.gender" "part.age.cat" "part.group.cat" "cont.group.cat" "cont.age.cat" "male_interact" "female_interact" "part.inf" "cont.inf"
"82" 0 5 "adult" "adult" 25 0.534289486 0.394670514 1 1
"82.2" 0 5 "adult" "adult" 25 0.534289486 0.394670514 2 1
"82.3" 0 5 "adult" "adult" 25 0.534289486 0.394670514 3 1
"82.4" 0 5 "adult" "adult" 25 0.534289486 0.394670514 4 1
"82.5" 0 5 "adult" "adult" 25 0.534289486 0.394670514 5 1
"82.6" 0 5 "adult" "adult" 25 0.534289486 0.394670514 1 2
"82.7" 0 5 "adult" "adult" 25 0.534289486 0.394670514 2 2
"82.8" 0 5 "adult" "adult" 25 0.534289486 0.394670514 3 2
"82.9" 0 5 "adult" "adult" 25 0.534289486 0.394670514 4 2
"82.10" 0 5 "adult" "adult" 25 0.534289486 0.394670514 5 2
"82.11" 0 5 "adult" "adult" 25 0.534289486 0.394670514 1 3
"82.12" 0 5 "adult" "adult" 25 0.534289486 0.394670514 2 3
"82.13" 0 5 "adult" "adult" 25 0.534289486 0.394670514 3 3
"82.14" 0 5 "adult" "adult" 25 0.534289486 0.394670514 4 3
"82.15" 0 5 "adult" "adult" 25 0.534289486 0.394670514 5 3
"82.16" 0 5 "adult" "adult" 25 0.534289486 0.394670514 1 4
"82.17" 0 5 "adult" "adult" 25 0.534289486 0.394670514 2 4
"82.18" 0 5 "adult" "adult" 25 0.534289486 0.394670514 3 4
"82.19" 0 5 "adult" "adult" 25 0.534289486 0.394670514 4 4
"82.20" 0 5 "adult" "adult" 25 0.534289486 0.394670514 5 4
"82.21" 0 5 "adult" "adult" 25 0.534289486 0.394670514 1 5
"82.22" 0 5 "adult" "adult" 25 0.534289486 0.394670514 2 5
"82.23" 0 5 "adult" "adult" 25 0.534289486 0.394670514 3 5
"82.24" 0 5 "adult" "adult" 25 0.534289486 0.394670514 4 5
"82.25" 0 5 "adult" "adult" 25 0.534289486 0.394670514 5 5
"82.1" 1 5 "adult" "adult" 25 0.38386578 0.545112799 2 1
"82.1.2" 1 5 "adult" "adult" 25 0.38386578 0.545112799 3 1
"82.1.3" 1 5 "adult" "adult" 25 0.38386578 0.545112799 4 1
"82.1.4" 1 5 "adult" "adult" 25 0.38386578 0.545112799 5 1
"82.1.5" 1 5 "adult" "adult" 25 0.38386578 0.545112799 1 2
"82.1.6" 1 5 "adult" "adult" 25 0.38386578 0.545112799 2 2
"82.1.7" 1 5 "adult" "adult" 25 0.38386578 0.545112799 3 2
"82.1.8" 1 5 "adult" "adult" 25 0.38386578 0.545112799 4 2
"82.1.9" 1 5 "adult" "adult" 25 0.38386578 0.545112799 5 2
"82.1.10" 1 5 "adult" "adult" 25 0.38386578 0.545112799 1 3
"82.1.11" 1 5 "adult" "adult" 25 0.38386578 0.545112799 2 3
"82.1.12" 1 5 "adult" "adult" 25 0.38386578 0.545112799 3 3
"82.1.13" 1 5 "adult" "adult" 25 0.38386578 0.545112799 4 3
"82.1.14" 1 5 "adult" "adult" 25 0.38386578 0.545112799 5 3
"82.1.15" 1 5 "adult" "adult" 25 0.38386578 0.545112799 1 4
"82.1.16" 1 5 "adult" "adult" 25 0.38386578 0.545112799 2 4
"82.1.17" 1 5 "adult" "adult" 25 0.38386578 0.545112799 3 4
"82.1.18" 1 5 "adult" "adult" 25 0.38386578 0.545112799 4 4
"82.1.19" 1 5 "adult" "adult" 25 0.38386578 0.545112799 5 4
"82.1.20" 1 5 "adult" "adult" 25 0.38386578 0.545112799 1 5
"82.1.21" 1 5 "adult" "adult" 25 0.38386578 0.545112799 2 5
"82.1.22" 1 5 "adult" "adult" 25 0.38386578 0.545112799 3 5
"82.1.23" 1 5 "adult" "adult" 25 0.38386578 0.545112799 4 5
"82.1.24" 1 5 "adult" "adult" 25 0.38386578 0.545112799 5 5
"83" 0 10 "adult" "adult" 25 0.379323747 0.245867832 1 1
"83.2" 0 10 "adult" "adult" 25 0.379323747 0.245867832 2 1
"83.3" 0 10 "adult" "adult" 25 0.379323747 0.245867832 3 1
"83.4" 0 10 "adult" "adult" 25 0.379323747 0.245867832 4 1
"83.5" 0 10 "adult" "adult" 25 0.379323747 0.245867832 5 1
"83.6" 0 10 "adult" "adult" 25 0.379323747 0.245867832 1 2
"83.7" 0 10 "adult" "adult" 25 0.379323747 0.245867832 2 2
"83.8" 0 10 "adult" "adult" 25 0.379323747 0.245867832 3 2
"83.9" 0 10 "adult" "adult" 25 0.379323747 0.245867832 4 2
"83.10" 0 10 "adult" "adult" 25 0.379323747 0.245867832 5 2
"83.11" 0 10 "adult" "adult" 25 0.379323747 0.245867832 1 3
"83.12" 0 10 "adult" "adult" 25 0.379323747 0.245867832 2 3
"83.13" 0 10 "adult" "adult" 25 0.379323747 0.245867832 3 3
"83.14" 0 10 "adult" "adult" 25 0.379323747 0.245867832 4 3
"83.15" 0 10 "adult" "adult" 25 0.379323747 0.245867832 5 3
"83.16" 0 10 "adult" "adult" 25 0.379323747 0.245867832 1 4
"83.17" 0 10 "adult" "adult" 25 0.379323747 0.245867832 2 4
"83.18" 0 10 "adult" "adult" 25 0.379323747 0.245867832 3 4
"83.19" 0 10 "adult" "adult" 25 0.379323747 0.245867832 4 4
"83.20" 0 10 "adult" "adult" 25 0.379323747 0.245867832 5 4
"83.21" 0 10 "adult" "adult" 25 0.379323747 0.245867832 1 5
"83.22" 0 10 "adult" "adult" 25 0.379323747 0.245867832 2 5
"83.23" 0 10 "adult" "adult" 25 0.379323747 0.245867832 3 5
"83.24" 0 10 "adult" "adult" 25 0.379323747 0.245867832 4 5
"83.25" 0 10 "adult" "adult" 25 0.379323747 0.245867832 5 5
"83.1" 1 10 "adult" "adult" 25 0.288854817 0.334259202 1 1
"83.1.1" 1 10 "adult" "adult" 25 0.288854817 0.334259202 2 1
"83.1.2" 1 10 "adult" "adult" 25 0.288854817 0.334259202 3 1
"83.1.3" 1 10 "adult" "adult" 25 0.288854817 0.334259202 4 1
"83.1.4" 1 10 "adult" "adult" 25 0.288854817 0.334259202 5 1
"83.1.5" 1 10 "adult" "adult" 25 0.288854817 0.334259202 1 2
"83.1.6" 1 10 "adult" "adult" 25 0.288854817 0.334259202 2 2
"83.1.7" 1 10 "adult" "adult" 25 0.288854817 0.334259202 3 2
"83.1.8" 1 10 "adult" "adult" 25 0.288854817 0.334259202 4 2
"83.1.9" 1 10 "adult" "adult" 25 0.288854817 0.334259202 5 2
"83.1.10" 1 10 "adult" "adult" 25 0.288854817 0.334259202 1 3
"83.1.11" 1 10 "adult" "adult" 25 0.288854817 0.334259202 2 3
"83.1.12" 1 10 "adult" "adult" 25 0.288854817 0.334259202 3 3
"83.1.13" 1 10 "adult" "adult" 25 0.288854817 0.334259202 4 3
"83.1.14" 1 10 "adult" "adult" 25 0.288854817 0.334259202 5 3
"83.1.15" 1 10 "adult" "adult" 25 0.288854817 0.334259202 1 4
"83.1.16" 1 10 "adult" "adult" 25 0.288854817 0.334259202 2 4
"83.1.17" 1 10 "adult" "adult" 25 0.288854817 0.334259202 3 4
"83.1.18" 1 10 "adult" "adult" 25 0.288854817 0.334259202 4 4
"83.1.19" 1 10 "adult" "adult" 25 0.288854817 0.334259202 5 4
"83.1.20" 1 10 "adult" "adult" 25 0.288854817 0.334259202 1 5
"83.1.21" 1 10 "adult" "adult" 25 0.288854817 0.334259202 2 5
"83.1.22" 1 10 "adult" "adult" 25 0.288854817 0.334259202 3 5
"83.1.23" 1 10 "adult" "adult" 25 0.288854817 0.334259202 4 5
"83.1.24" 1 10 "adult" "adult" 25 0.288854817 0.334259202 5 5
"84" 0 15 "adult" "adult" 25 0.475091015 0.320768985 1 1
"84.2" 0 15 "adult" "adult" 25 0.475091015 0.320768985 2 1
"84.3" 0 15 "adult" "adult" 25 0.475091015 0.320768985 3 1
"84.4" 0 15 "adult" "adult" 25 0.475091015 0.320768985 4 1
"84.5" 0 15 "adult" "adult" 25 0.475091015 0.320768985 5 1
"84.6" 0 15 "adult" "adult" 25 0.475091015 0.320768985 1 2
"84.7" 0 15 "adult" "adult" 25 0.475091015 0.320768985 2 2
"84.8" 0 15 "adult" "adult" 25 0.475091015 0.320768985 3 2
"84.9" 0 15 "adult" "adult" 25 0.475091015 0.320768985 4 2
"84.10" 0 15 "adult" "adult" 25 0.475091015 0.320768985 5 2
"84.11" 0 15 "adult" "adult" 25 0.475091015 0.320768985 1 3
"84.12" 0 15 "adult" "adult" 25 0.475091015 0.320768985 2 3
"84.13" 0 15 "adult" "adult" 25 0.475091015 0.320768985 3 3
"84.14" 0 15 "adult" "adult" 25 0.475091015 0.320768985 4 3
"84.15" 0 15 "adult" "adult" 25 0.475091015 0.320768985 5 3
"84.16" 0 15 "adult" "adult" 25 0.475091015 0.320768985 1 4
"84.17" 0 15 "adult" "adult" 25 0.475091015 0.320768985 2 4
"84.18" 0 15 "adult" "adult" 25 0.475091015 0.320768985 3 4
"84.19" 0 15 "adult" "adult" 25 0.475091015 0.320768985 4 4
"84.20" 0 15 "adult" "adult" 25 0.475091015 0.320768985 5 4
"84.21" 0 15 "adult" "adult" 25 0.475091015 0.320768985 1 5
"84.22" 0 15 "adult" "adult" 25 0.475091015 0.320768985 2 5
"84.23" 0 15 "adult" "adult" 25 0.475091015 0.320768985 3 5
"84.24" 0 15 "adult" "adult" 25 0.475091015 0.320768985 4 5
"84.25" 0 15 "adult" "adult" 25 0.475091015 0.320768985 5 5
"84.1" 1 15 "adult" "adult" 25 0.418480697 0.377379303 1 1
"84.1.1" 1 15 "adult" "adult" 25 0.418480697 0.377379303 2 1
"84.1.2" 1 15 "adult" "adult" 25 0.418480697 0.377379303 3 1
"84.1.3" 1 15 "adult" "adult" 25 0.418480697 0.377379303 4 1
"84.1.4" 1 15 "adult" "adult" 25 0.418480697 0.377379303 5 1
"84.1.5" 1 15 "adult" "adult" 25 0.418480697 0.377379303 1 2
"84.1.6" 1 15 "adult" "adult" 25 0.418480697 0.377379303 2 2
"84.1.7" 1 15 "adult" "adult" 25 0.418480697 0.377379303 3 2
"84.1.8" 1 15 "adult" "adult" 25 0.418480697 0.377379303 4 2
"84.1.9" 1 15 "adult" "adult" 25 0.418480697 0.377379303 5 2
"84.1.10" 1 15 "adult" "adult" 25 0.418480697 0.377379303 1 3
"84.1.11" 1 15 "adult" "adult" 25 0.418480697 0.377379303 2 3
"84.1.12" 1 15 "adult" "adult" 25 0.418480697 0.377379303 3 3
"84.1.13" 1 15 "adult" "adult" 25 0.418480697 0.377379303 4 3
"84.1.14" 1 15 "adult" "adult" 25 0.418480697 0.377379303 5 3
"84.1.15" 1 15 "adult" "adult" 25 0.418480697 0.377379303 1 4
"84.1.16" 1 15 "adult" "adult" 25 0.418480697 0.377379303 2 4
"84.1.17" 1 15 "adult" "adult" 25 0.418480697 0.377379303 3 4
"84.1.18" 1 15 "adult" "adult" 25 0.418480697 0.377379303 4 4
"84.1.19" 1 15 "adult" "adult" 25 0.418480697 0.377379303 5 4
"84.1.20" 1 15 "adult" "adult" 25 0.418480697 0.377379303 1 5
"84.1.21" 1 15 "adult" "adult" 25 0.418480697 0.377379303 2 5
"84.1.22" 1 15 "adult" "adult" 25 0.418480697 0.377379303 3 5
"84.1.23" 1 15 "adult" "adult" 25 0.418480697 0.377379303 4 5
"84.1.24" 1 15 "adult" "adult" 25 0.418480697 0.377379303 5 5
"85" 0 20 "adult" "adult" 25 0.90616496 0.79574504 1 1
"85.2" 0 20 "adult" "adult" 25 0.90616496 0.79574504 2 1
"85.3" 0 20 "adult" "adult" 25 0.90616496 0.79574504 3 1
"85.4" 0 20 "adult" "adult" 25 0.90616496 0.79574504 4 1
"85.5" 0 20 "adult" "adult" 25 0.90616496 0.79574504 5 1
"85.6" 0 20 "adult" "adult" 25 0.90616496 0.79574504 1 2
"85.7" 0 20 "adult" "adult" 25 0.90616496 0.79574504 2 2
"85.8" 0 20 "adult" "adult" 25 0.90616496 0.79574504 3 2
"85.9" 0 20 "adult" "adult" 25 0.90616496 0.79574504 4 2
"85.10" 0 20 "adult" "adult" 25 0.90616496 0.79574504 5 2
"85.11" 0 20 "adult" "adult" 25 0.90616496 0.79574504 1 3
"85.12" 0 20 "adult" "adult" 25 0.90616496 0.79574504 2 3
"85.13" 0 20 "adult" "adult" 25 0.90616496 0.79574504 3 3
"85.14" 0 20 "adult" "adult" 25 0.90616496 0.79574504 4 3
"85.15" 0 20 "adult" "adult" 25 0.90616496 0.79574504 5 3
"85.16" 0 20 "adult" "adult" 25 0.90616496 0.79574504 1 4
"85.17" 0 20 "adult" "adult" 25 0.90616496 0.79574504 2 4
"85.18" 0 20 "adult" "adult" 25 0.90616496 0.79574504 3 4
"85.19" 0 20 "adult" "adult" 25 0.90616496 0.79574504 4 4
"85.20" 0 20 "adult" "adult" 25 0.90616496 0.79574504 5 4
"85.21" 0 20 "adult" "adult" 25 0.90616496 0.79574504 1 5
"85.22" 0 20 "adult" "adult" 25 0.90616496 0.79574504 2 5
"85.23" 0 20 "adult" "adult" 25 0.90616496 0.79574504 3 5
"85.24" 0 20 "adult" "adult" 25 0.90616496 0.79574504 4 5
"85.25" 0 20 "adult" "adult" 25 0.90616496 0.79574504 5 5
"85.1" 1 20 "adult" "adult" 25 0.750145765 0.951764235 1 1
"85.1.1" 1 20 "adult" "adult" 25 0.750145765 0.951764235 2 1
"85.1.2" 1 20 "adult" "adult" 25 0.750145765 0.951764235 3 1
"85.1.3" 1 20 "adult" "adult" 25 0.750145765 0.951764235 4 1
"85.1.4" 1 20 "adult" "adult" 25 0.750145765 0.951764235 5 1
"85.1.5" 1 20 "adult" "adult" 25 0.750145765 0.951764235 1 2
"85.1.6" 1 20 "adult" "adult" 25 0.750145765 0.951764235 2 2
"85.1.7" 1 20 "adult" "adult" 25 0.750145765 0.951764235 3 2
"85.1.8" 1 20 "adult" "adult" 25 0.750145765 0.951764235 4 2
"85.1.9" 1 20 "adult" "adult" 25 0.750145765 0.951764235 5 2
"85.1.10" 1 20 "adult" "adult" 25 0.750145765 0.951764235 1 3
"85.1.11" 1 20 "adult" "adult" 25 0.750145765 0.951764235 2 3
"85.1.12" 1 20 "adult" "adult" 25 0.750145765 0.951764235 3 3
"85.1.13" 1 20 "adult" "adult" 25 0.750145765 0.951764235 4 3
"85.1.14" 1 20 "adult" "adult" 25 0.750145765 0.951764235 5 3
"85.1.15" 1 20 "adult" "adult" 25 0.750145765 0.951764235 1 4
"85.1.16" 1 20 "adult" "adult" 25 0.750145765 0.951764235 2 4
"85.1.17" 1 20 "adult" "adult" 25 0.750145765 0.951764235 3 4
"85.1.18" 1 20 "adult" "adult" 25 0.750145765 0.951764235 4 4
"85.1.19" 1 20 "adult" "adult" 25 0.750145765 0.951764235 5 4
"85.1.20" 1 20 "adult" "adult" 25 0.750145765 0.951764235 1 5
"85.1.21" 1 20 "adult" "adult" 25 0.750145765 0.951764235 2 5
"85.1.22" 1 20 "adult" "adult" 25 0.750145765 0.951764235 3 5
"85.1.23" 1 20 "adult" "adult" 25 0.750145765 0.951764235 4 5
"85.1.24" 1 20 "adult" "adult" 25 0.750145765 0.951764235 5 5
"86" 0 25 "adult" "adult" 25 1.537892935 1.239867065 1 1
"86.2" 0 25 "adult" "adult" 25 1.537892935 1.239867065 2 1
"86.3" 0 25 "adult" "adult" 25 1.537892935 1.239867065 3 1
"86.4" 0 25 "adult" "adult" 25 1.537892935 1.239867065 4 1
"86.5" 0 25 "adult" "adult" 25 1.537892935 1.239867065 5 1
"86.6" 0 25 "adult" "adult" 25 1.537892935 1.239867065 1 2
"86.7" 0 25 "adult" "adult" 25 1.537892935 1.239867065 2 2
"86.8" 0 25 "adult" "adult" 25 1.537892935 1.239867065 3 2
"86.9" 0 25 "adult" "adult" 25 1.537892935 1.239867065 4 2
"86.10" 0 25 "adult" "adult" 25 1.537892935 1.239867065 5 2
"86.11" 0 25 "adult" "adult" 25 1.537892935 1.239867065 1 3
"86.12" 0 25 "adult" "adult" 25 1.537892935 1.239867065 2 3
"86.13" 0 25 "adult" "adult" 25 1.537892935 1.239867065 3 3
"86.14" 0 25 "adult" "adult" 25 1.537892935 1.239867065 4 3
"86.15" 0 25 "adult" "adult" 25 1.537892935 1.239867065 5 3
"86.16" 0 25 "adult" "adult" 25 1.537892935 1.239867065 1 4
"86.17" 0 25 "adult" "adult" 25 1.537892935 1.239867065 2 4
"86.18" 0 25 "adult" "adult" 25 1.537892935 1.239867065 3 4
"86.19" 0 25 "adult" "adult" 25 1.537892935 1.239867065 4 4
"86.20" 0 25 "adult" "adult" 25 1.537892935 1.239867065 5 4
"86.21" 0 25 "adult" "adult" 25 1.537892935 1.239867065 1 5
"86.22" 0 25 "adult" "adult" 25 1.537892935 1.239867065 2 5
"86.23" 0 25 "adult" "adult" 25 1.537892935 1.239867065 3 5
"86.24" 0 25 "adult" "adult" 25 1.537892935 1.239867065 4 5
"86.25" 0 25 "adult" "adult" 25 1.537892935 1.239867065 5 5
"86.1" 1 25 "adult" "adult" 25 1.306933302 1.470826698 1 1
"86.1.1" 1 25 "adult" "adult" 25 1.306933302 1.470826698 2 1
"86.1.2" 1 25 "adult" "adult" 25 1.306933302 1.470826698 3 1
"86.1.3" 1 25 "adult" "adult" 25 1.306933302 1.470826698 4 1
"86.1.4" 1 25 "adult" "adult" 25 1.306933302 1.470826698 5 1
"86.1.5" 1 25 "adult" "adult" 25 1.306933302 1.470826698 1 2
"86.1.6" 1 25 "adult" "adult" 25 1.306933302 1.470826698 2 2
"86.1.7" 1 25 "adult" "adult" 25 1.306933302 1.470826698 3 2
"86.1.8" 1 25 "adult" "adult" 25 1.306933302 1.470826698 4 2
"86.1.9" 1 25 "adult" "adult" 25 1.306933302 1.470826698 5 2
"86.1.10" 1 25 "adult" "adult" 25 1.306933302 1.470826698 1 3
"86.1.11" 1 25 "adult" "adult" 25 1.306933302 1.470826698 2 3
"86.1.12" 1 25 "adult" "adult" 25 1.306933302 1.470826698 3 3
"86.1.13" 1 25 "adult" "adult" 25 1.306933302 1.470826698 4 3
"86.1.14" 1 25 "adult" "adult" 25 1.306933302 1.470826698 5 3
"86.1.15" 1 25 "adult" "adult" 25 1.306933302 1.470826698 1 4
"86.1.16" 1 25 "adult" "adult" 25 1.306933302 1.470826698 2 4
"86.1.17" 1 25 "adult" "adult" 25 1.306933302 1.470826698 3 4
"86.1.18" 1 25 "adult" "adult" 25 1.306933302 1.470826698 4 4
"86.1.19" 1 25 "adult" "adult" 25 1.306933302 1.470826698 5 4
"86.1.20" 1 25 "adult" "adult" 25 1.306933302 1.470826698 1 5
"86.1.21" 1 25 "adult" "adult" 25 1.306933302 1.470826698 2 5
"86.1.22" 1 25 "adult" "adult" 25 1.306933302 1.470826698 3 5
"86.1.23" 1 25 "adult" "adult" 25 1.306933302 1.470826698 4 5
"86.1.24" 1 25 "adult" "adult" 25 1.306933302 1.470826698 5 5
"87" 0 30 "adult" "adult" 25 0.933248189 0.785111811 1 1
"87.2" 0 30 "adult" "adult" 25 0.933248189 0.785111811 2 1
"87.3" 0 30 "adult" "adult" 25 0.933248189 0.785111811 3 1
"87.4" 0 30 "adult" "adult" 25 0.933248189 0.785111811 4 1
"87.5" 0 30 "adult" "adult" 25 0.933248189 0.785111811 5 1
"87.6" 0 30 "adult" "adult" 25 0.933248189 0.785111811 1 2
"87.7" 0 30 "adult" "adult" 25 0.933248189 0.785111811 2 2
"87.8" 0 30 "adult" "adult" 25 0.933248189 0.785111811 3 2
"87.9" 0 30 "adult" "adult" 25 0.933248189 0.785111811 4 2
"87.10" 0 30 "adult" "adult" 25 0.933248189 0.785111811 5 2
"87.11" 0 30 "adult" "adult" 25 0.933248189 0.785111811 1 3
"87.12" 0 30 "adult" "adult" 25 0.933248189 0.785111811 2 3
"87.13" 0 30 "adult" "adult" 25 0.933248189 0.785111811 3 3
"87.14" 0 30 "adult" "adult" 25 0.933248189 0.785111811 4 3
"87.15" 0 30 "adult" "adult" 25 0.933248189 0.785111811 5 3
"87.16" 0 30 "adult" "adult" 25 0.933248189 0.785111811 1 4
"87.17" 0 30 "adult" "adult" 25 0.933248189 0.785111811 2 4
"87.18" 0 30 "adult" "adult" 25 0.933248189 0.785111811 3 4
"87.19" 0 30 "adult" "adult" 25 0.933248189 0.785111811 4 4
"87.20" 0 30 "adult" "adult" 25 0.933248189 0.785111811 5 4
"87.21" 0 30 "adult" "adult" 25 0.933248189 0.785111811 1 5
"87.22" 0 30 "adult" "adult" 25 0.933248189 0.785111811 2 5
"87.23" 0 30 "adult" "adult" 25 0.933248189 0.785111811 3 5
"87.24" 0 30 "adult" "adult" 25 0.933248189 0.785111811 4 5
"87.25" 0 30 "adult" "adult" 25 0.933248189 0.785111811 5 5
"87.1" 1 30 "adult" "adult" 25 0.903537745 0.814822255 1 1
"87.1.1" 1 30 "adult" "adult" 25 0.903537745 0.814822255 2 1
"87.1.2" 1 30 "adult" "adult" 25 0.903537745 0.814822255 3 1
"87.1.3" 1 30 "adult" "adult" 25 0.903537745 0.814822255 4 1
"87.1.4" 1 30 "adult" "adult" 25 0.903537745 0.814822255 5 1
"87.1.5" 1 30 "adult" "adult" 25 0.903537745 0.814822255 1 2
"87.1.6" 1 30 "adult" "adult" 25 0.903537745 0.814822255 2 2
"87.1.7" 1 30 "adult" "adult" 25 0.903537745 0.814822255 3 2
"87.1.8" 1 30 "adult" "adult" 25 0.903537745 0.814822255 4 2
"87.1.9" 1 30 "adult" "adult" 25 0.903537745 0.814822255 5 2
"87.1.10" 1 30 "adult" "adult" 25 0.903537745 0.814822255 1 3
"87.1.11" 1 30 "adult" "adult" 25 0.903537745 0.814822255 2 3
"87.1.12" 1 30 "adult" "adult" 25 0.903537745 0.814822255 3 3
"87.1.13" 1 30 "adult" "adult" 25 0.903537745 0.814822255 4 3
"87.1.14" 1 30 "adult" "adult" 25 0.903537745 0.814822255 5 3
"87.1.15" 1 30 "adult" "adult" 25 0.903537745 0.814822255 1 4
"87.1.16" 1 30 "adult" "adult" 25 0.903537745 0.814822255 2 4
"87.1.17" 1 30 "adult" "adult" 25 0.903537745 0.814822255 3 4
"87.1.18" 1 30 "adult" "adult" 25 0.903537745 0.814822255 4 4
"87.1.19" 1 30 "adult" "adult" 25 0.903537745 0.814822255 5 4
"87.1.20" 1 30 "adult" "adult" 25 0.903537745 0.814822255 1 5
"87.1.21" 1 30 "adult" "adult" 25 0.903537745 0.814822255 2 5
"87.1.22" 1 30 "adult" "adult" 25 0.903537745 0.814822255 3 5
"87.1.23" 1 30 "adult" "adult" 25 0.903537745 0.814822255 4 5
"87.1.24" 1 30 "adult" "adult" 25 0.903537745 0.814822255 5 5
"88" 0 35 "adult" "adult" 25 0.748601031 0.614198969 1 1
"88.2" 0 35 "adult" "adult" 25 0.748601031 0.614198969 2 1
"88.3" 0 35 "adult" "adult" 25 0.748601031 0.614198969 3 1
"88.4" 0 35 "adult" "adult" 25 0.748601031 0.614198969 4 1
"88.5" 0 35 "adult" "adult" 25 0.748601031 0.614198969 5 1
"88.6" 0 35 "adult" "adult" 25 0.748601031 0.614198969 1 2
"88.7" 0 35 "adult" "adult" 25 0.748601031 0.614198969 2 2
"88.8" 0 35 "adult" "adult" 25 0.748601031 0.614198969 3 2
"88.9" 0 35 "adult" "adult" 25 0.748601031 0.614198969 4 2
"88.10" 0 35 "adult" "adult" 25 0.748601031 0.614198969 5 2
"88.11" 0 35 "adult" "adult" 25 0.748601031 0.614198969 1 3
"88.12" 0 35 "adult" "adult" 25 0.748601031 0.614198969 2 3
"88.13" 0 35 "adult" "adult" 25 0.748601031 0.614198969 3 3
"88.14" 0 35 "adult" "adult" 25 0.748601031 0.614198969 4 3
"88.15" 0 35 "adult" "adult" 25 0.748601031 0.614198969 5 3
"88.16" 0 35 "adult" "adult" 25 0.748601031 0.614198969 1 4
"88.17" 0 35 "adult" "adult" 25 0.748601031 0.614198969 2 4
"88.18" 0 35 "adult" "adult" 25 0.748601031 0.614198969 3 4
"88.19" 0 35 "adult" "adult" 25 0.748601031 0.614198969 4 4
"88.20" 0 35 "adult" "adult" 25 0.748601031 0.614198969 5 4
"88.21" 0 35 "adult" "adult" 25 0.748601031 0.614198969 1 5
"88.22" 0 35 "adult" "adult" 25 0.748601031 0.614198969 2 5
"88.23" 0 35 "adult" "adult" 25 0.748601031 0.614198969 3 5
"88.24" 0 35 "adult" "adult" 25 0.748601031 0.614198969 4 5
"88.25" 0 35 "adult" "adult" 25 0.748601031 0.614198969 5 5
"88.1" 1 35 "adult" "adult" 25 0.660284777 0.702515223 1 1
"88.1.1" 1 35 "adult" "adult" 25 0.660284777 0.702515223 2 1
"88.1.2" 1 35 "adult" "adult" 25 0.660284777 0.702515223 3 1
"88.1.3" 1 35 "adult" "adult" 25 0.660284777 0.702515223 4 1
"88.1.4" 1 35 "adult" "adult" 25 0.660284777 0.702515223 5 1
"88.1.5" 1 35 "adult" "adult" 25 0.660284777 0.702515223 1 2
"88.1.6" 1 35 "adult" "adult" 25 0.660284777 0.702515223 2 2
"88.1.7" 1 35 "adult" "adult" 25 0.660284777 0.702515223 3 2
"88.1.8" 1 35 "adult" "adult" 25 0.660284777 0.702515223 4 2
"88.1.9" 1 35 "adult" "adult" 25 0.660284777 0.702515223 5 2
"88.1.10" 1 35 "adult" "adult" 25 0.660284777 0.702515223 1 3
"88.1.11" 1 35 "adult" "adult" 25 0.660284777 0.702515223 2 3
"88.1.12" 1 35 "adult" "adult" 25 0.660284777 0.702515223 3 3
"88.1.13" 1 35 "adult" "adult" 25 0.660284777 0.702515223 4 3
"88.1.14" 1 35 "adult" "adult" 25 0.660284777 0.702515223 5 3
"88.1.15" 1 35 "adult" "adult" 25 0.660284777 0.702515223 1 4
"88.1.16" 1 35 "adult" "adult" 25 0.660284777 0.702515223 2 4
"88.1.17" 1 35 "adult" "adult" 25 0.660284777 0.702515223 3 4
"88.1.18" 1 35 "adult" "adult" 25 0.660284777 0.702515223 4 4
"88.1.19" 1 35 "adult" "adult" 25 0.660284777 0.702515223 5 4
"88.1.20" 1 35 "adult" "adult" 25 0.660284777 0.702515223 1 5
"88.1.21" 1 35 "adult" "adult" 25 0.660284777 0.702515223 2 5
"88.1.22" 1 35 "adult" "adult" 25 0.660284777 0.702515223 3 5
"88.1.23" 1 35 "adult" "adult" 25 0.660284777 0.702515223 4 5
"88.1.24" 1 35 "adult" "adult" 25 0.660284777 0.702515223 5 5
"89" 0 40 "adult" "adult" 25 0.615084158 0.558099584 1 1
"89.2" 0 40 "adult" "adult" 25 0.615084158 0.558099584 2 1
"89.3" 0 40 "adult" "adult" 25 0.615084158 0.558099584 3 1
"89.4" 0 40 "adult" "adult" 25 0.615084158 0.558099584 4 1
"89.5" 0 40 "adult" "adult" 25 0.615084158 0.558099584 5 1
"89.6" 0 40 "adult" "adult" 25 0.615084158 0.558099584 1 2
"89.7" 0 40 "adult" "adult" 25 0.615084158 0.558099584 2 2
"89.8" 0 40 "adult" "adult" 25 0.615084158 0.558099584 3 2
"89.9" 0 40 "adult" "adult" 25 0.615084158 0.558099584 4 2
"89.10" 0 40 "adult" "adult" 25 0.615084158 0.558099584 5 2
"89.11" 0 40 "adult" "adult" 25 0.615084158 0.558099584 1 3
"89.12" 0 40 "adult" "adult" 25 0.615084158 0.558099584 2 3
"89.13" 0 40 "adult" "adult" 25 0.615084158 0.558099584 3 3
"89.14" 0 40 "adult" "adult" 25 0.615084158 0.558099584 4 3
"89.15" 0 40 "adult" "adult" 25 0.615084158 0.558099584 5 3
"89.16" 0 40 "adult" "adult" 25 0.615084158 0.558099584 1 4
"89.17" 0 40 "adult" "adult" 25 0.615084158 0.558099584 2 4
"89.18" 0 40 "adult" "adult" 25 0.615084158 0.558099584 3 4
"89.19" 0 40 "adult" "adult" 25 0.615084158 0.558099584 4 4
